resettheimprisonedprincessdreamsofanotherchance,https://crossinfworld.com/Reset-The-Imprisoned-Princess-Dreams-of-Another-Chance-vol2.html,Cross Infinite World,Reset! The Imprisoned Princess Dreams of Another Chance!,2,Audiobook,,2022-02-08
rikucantbeagoddess,https://sevenseasentertainment.com/audio_books/riku-cant-be-a-goddess-audiobook/,Seven Seas Entertainment,Riku Can't Be a Goddess,1,Audiobook,,2025-10-16
rippingsomeoneopenonlymakesthembleed,https://sevenseasentertainment.com/audio_books/ripping-someone-open-only-makes-them-bleed-audiobook/,Seven Seas Entertainment,Ripping Someone Open Only Makes Them Bleed,1,Audiobook,,2024-12-12
rolloveranddieiwillfightforanordinarylifewithmyloveandcursedsword,https://sevenseasentertainment.com/audio_books/roll-over-and-die-i-will-fight-for-an-ordinary-life-with-my-love-and-cursed-sword-audiobook-vol-1/,Seven Seas Entertainment,ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,1,Audiobook,,2024-12-05
rolloveranddieiwillfightforanordinarylifewithmyloveandcursedsword,https://sevenseasentertainment.com/audio_books/roll-over-and-die-i-will-fight-for-an-ordinary-life-with-my-love-and-cursed-sword-audiobook-vol-2/,Seven Seas Entertainment,ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,2,Audiobook,,2025-02-27
rolloveranddieiwillfightforanordinarylifewithmyloveandcursedsword,https://sevenseasentertainment.com/audio_books/roll-over-and-die-i-will-fight-for-an-ordinary-life-with-my-love-and-cursed-sword-audiobook-vol-3/,Seven Seas Entertainment,ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,3,Audiobook,,2025-05-29
rolloveranddieiwillfightforanordinarylifewithmyloveandcursedsword,https://sevenseasentertainment.com/audio_books/roll-over-and-die-i-will-fight-for-an-ordinary-life-with-my-love-and-cursed-sword-audiobook-vol-4/,Seven Seas Entertainment,ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,4,Audiobook,,2025-08-28
scpfoundationiristhroughthelookingglass,https://sevenseasentertainment.com/audio_books/scp-foundation-iris-through-the-looking-glass-audiobook-vol-1/,Seven Seas Entertainment,SCP Foundation: Iris Through the Looking Glass,1,Audiobook,,2025-01-16
secretsofthesilentwitch,https://yenpress.com/titles/9798855428629-secrets-of-the-silent-witch-vol-1,Yen Press,Secrets of the Silent Witch,1,Audio,9798855428629,2025-11-11
secretsofthesilentwitch,https://yenpress.com/titles/9798855428636-secrets-of-the-silent-witch-vol-2,Yen Press,Secrets of the Silent Witch,2,Audio,9798855428636,2026-02-17
secretsofthesilentwitch,https://yenpress.com/titles/9798855428643-secrets-of-the-silent-witch-vol-3,Yen Press,Secrets of the Silent Witch,3,Audio,9798855428643,2026-05-12
semanticerror,https://yenpress.com/titles/9798400903182-semantic-error-novel-vol-1,Yen Press,Semantic Error,1,Audio,9798400903182,2026-01-20
semanticerror,https://yenpress.com/titles/9798400904097-semantic-error-novel-vol-2,Yen Press,Semantic Error,2,Audio,9798400904097,2026-06-16
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-1/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,1,Audiobook,,2025-04-17
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-2/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,2,Audiobook,,2025-05-22
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-3/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,3,Audiobook,,2025-07-24
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-4/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,4,Audiobook,,2025-09-25
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-5/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,5,Audiobook,,2025-10-30
sheprofessedherselfpupilofthewiseman,https://sevenseasentertainment.com/audio_books/she-professed-herself-pupil-of-the-wise-man-audiobook-vol-6/,Seven Seas Entertainment,She Professed Herself Pupil of the Wise Man,6,Audiobook,,2025-11-27
skeletonknightinanotherworld,https://sevenseasentertainment.com/audio_books/skeleton-knight-in-another-world-audiobook-vol-1/,Seven Seas Entertainment,Skeleton Knight in Another World,1,Audiobook,,2025-10-16
skeletonknightinanotherworld,https://sevenseasentertainment.com/audio_books/skeleton-knight-in-another-world-audiobook-vol-2/,Seven Seas Entertainment,Skeleton Knight in Another World,2,Audiobook,,2025-12-18
slayers,https://global.bookwalker.jp/deac98b464-f5a5-47d0-bb63-864fc49ecd26/,J-Novel Club,Slayers,1,Audiobook,9781718357808,2022-12-03
slayers,https://global.bookwalker.jp/dec6028935-9905-4357-8aa4-bde81b865184/,J-Novel Club,Slayers,2,Audiobook,9781718357815,2023-12-12
slayers,https://global.bookwalker.jp/de171ecc60-0a1f-4b17-8e7a-861c3a8fb20b/,J-Novel Club,Slayers,3,Audiobook,9781718357822,2025-01-28
sololeveling,https://yenpress.com/titles/9781975325886-solo-leveling-vol-1,Yen Press,Solo Leveling,1,Audio,9781975325886,2021-07-13
sololeveling,https://yenpress.com/titles/9781975325893-solo-leveling-vol-2,Yen Press,Solo Leveling,2,Audio,9781975325893,2021-10-19
sololeveling,https://yenpress.com/titles/9781975325909-solo-leveling-vol-3,Yen Press,Solo Leveling,3,Audio,9781975325909,2022-02-22
sololeveling,https://yenpress.com/titles/9781975325916-solo-leveling-vol-4,Yen Press,Solo Leveling,4,Audio,9781975325916,2022-06-21
sololeveling,https://yenpress.com/titles/9781975325879-solo-leveling-vol-5,Yen Press,Solo Leveling,5,Audio,9781975325879,2022-10-18
sololeveling,https://yenpress.com/titles/9781975325923-solo-leveling-vol-6,Yen Press,Solo Leveling,6,Audio,9781975325923,2023-02-21
sololeveling,https://yenpress.com/titles/9781975325930-solo-leveling-vol-7,Yen Press,Solo Leveling,7,Audio,9781975325930,2023-06-20
sololeveling,https://yenpress.com/titles/9781975325947-solo-leveling-vol-8,Yen Press,Solo Leveling,8,Audio,9781975325947,2023-10-23
soyouwanttolivetheslowlifeaguidetolifeinthebeastlywilds,https://crossinfworld.com/So-You-Want-to-Live-the-Slow-Life-A-Guide-to-Life-in-the-Beastly-Wilds.html,Cross Infinite World,So You Want to Live the Slow Life? A Guide to Life in the Beastly Wilds,1,Audiobook,,2022-07-05
soyouwanttolivetheslowlifeaguidetolifeinthebeastlywilds,https://crossinfworld.com/So-You-Want-to-Live-the-Slow-Life-A-Guide-to-Life-in-the-Beastly-Wilds-Volume-2.html,Cross Infinite World,So You Want to Live the Slow Life? A Guide to Life in the Beastly Wilds,2,Audiobook,,2023-05-02
soyouwanttolivetheslowlifeaguidetolifeinthebeastlywilds,https://crossinfworld.com/So-You-Want-to-Live-the-Slow-Life-A-Guide-to-Life-in-the-Beastly-Wilds-Volume-3.html,Cross Infinite World,So You Want to Live the Slow Life? A Guide to Life in the Beastly Wilds,3,Audiobook,B0D7QH9LFH,2024-07-23
soyouwanttolivetheslowlifeaguidetolifeinthebeastlywilds,https://crossinfworld.com/So-You-Want-to-Live-the-Slow-Life-A-Guide-to-Life-in-the-Beastly-Wilds-Volume-4.html,Cross Infinite World,So You Want to Live the Slow Life? A Guide to Life in the Beastly Wilds,4,Audiobook,,2025-04-08
soyouwanttolivetheslowlifeaguidetolifeinthebeastlywilds,https://crossinfworld.com/So-You-Want-to-Live-the-Slow-Life-A-Guide-to-Life-in-the-Beastly-Wilds-Volume-5.html,Cross Infinite World,So You Want to Live the Slow Life? A Guide to Life in the Beastly Wilds,5,Audiobook,B0G2ZS7WR4,2025-12-23
spiceandwolf,https://yenpress.com/titles/9781975337193-spice-and-wolf-vol-1,Yen Press,Spice and Wolf,1,Audio,9781975337193,2022-03-15
spiceandwolf,https://yenpress.com/titles/9781975343613-spice-and-wolf-vol-2,Yen Press,Spice and Wolf,2,Audio,9781975343613,2022-06-14
spiceandwolf,https://yenpress.com/titles/9781975343620-spice-and-wolf-vol-3,Yen Press,Spice and Wolf,3,Audio,9781975343620,2022-09-13
spiceandwolf,https://yenpress.com/titles/9781975343637-spice-and-wolf-vol-4,Yen Press,Spice and Wolf,4,Audio,9781975343637,2022-12-13
spiceandwolf,https://yenpress.com/titles/9781975371319-spice-and-wolf-vol-5,Yen Press,Spice and Wolf,5,Audio,9781975371319,2023-05-23
spiceandwolf,https://yenpress.com/titles/9781975371326-spice-and-wolf-vol-6,Yen Press,Spice and Wolf,6,Audio,9781975371326,2023-07-11
spiceandwolf,https://yenpress.com/titles/9781975371333-spice-and-wolf-vol-7,Yen Press,Spice and Wolf,7,Audio,9781975371333,2023-10-10
spiceandwolf,https://yenpress.com/titles/9781975371340-spice-and-wolf-vol-8,Yen Press,Spice and Wolf,8,Audio,9781975371340,2024-01-16
spiceandwolf,https://yenpress.com/titles/9781975399665-spice-and-wolf-vol-9,Yen Press,Spice and Wolf,9,Audio,9781975399665,2024-05-14
spiceandwolf,https://yenpress.com/titles/9781975399597-spice-and-wolf-vol-10,Yen Press,Spice and Wolf,10,Audio,9781975399597,2024-07-30
spiceandwolf,https://yenpress.com/titles/9781975399603-spice-and-wolf-vol-11,Yen Press,Spice and Wolf,11,Audio,9781975399603,2024-10-15
spiceandwolf,https://yenpress.com/titles/9781975399610-spice-and-wolf-vol-12,Yen Press,Spice and Wolf,12,Audio,9781975399610,2025-01-14
spiceandwolf,https://yenpress.com/titles/9798855417449-spice-and-wolf-vol-13,Yen Press,Spice and Wolf,13,Audio,9798855417449,2025-04-08
spiceandwolf,https://yenpress.com/titles/9798855417456-spice-and-wolf-vol-14,Yen Press,Spice and Wolf,14,Audio,9798855417456,2025-08-12
spiceandwolf,https://yenpress.com/titles/9798855417500-spice-and-wolf-vol-15,Yen Press,Spice and Wolf,15,Audio,9798855417500,2025-10-28
spiceandwolf,https://yenpress.com/titles/9798855426083-spice-and-wolf-vol-16,Yen Press,Spice and Wolf,16,Audio,9798855426083,2026-01-13
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-1/,Seven Seas Entertainment,Survival in Another World with My Mistress!,1,Audiobook,,2024-10-24
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-2/,Seven Seas Entertainment,Survival in Another World with My Mistress!,2,Audiobook,,2024-11-28
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-3/,Seven Seas Entertainment,Survival in Another World with My Mistress!,3,Audiobook,,2024-12-26
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-4/,Seven Seas Entertainment,Survival in Another World with My Mistress!,4,Audiobook,,2025-03-20
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-5/,Seven Seas Entertainment,Survival in Another World with My Mistress!,5,Audiobook,,2025-05-22
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-6/,Seven Seas Entertainment,Survival in Another World with My Mistress!,6,Audiobook,,2025-06-19
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-7/,Seven Seas Entertainment,Survival in Another World with My Mistress!,7,Audiobook,,2025-07-24
survivalinanotherworldwithmymistress,https://sevenseasentertainment.com/audio_books/survival-in-another-world-with-my-mistress-audiobook-vol-8/,Seven Seas Entertainment,Survival in Another World with My Mistress!,8,Audiobook,,2025-10-23
swordartonline,https://yenpress.com/titles/9781975337186-sword-art-online-1-aincrad,Yen Press,Sword Art Online,1,Audio,9781975337186,2021-08-10
swordartonline,https://yenpress.com/titles/9781975337209-sword-art-online-2-aincrad,Yen Press,Sword Art Online,2,Audio,9781975337209,2021-10-19
swordartonline,https://yenpress.com/titles/9781975337216-sword-art-online-3-fairy-dance,Yen Press,Sword Art Online,3,Audio,9781975337216,2021-12-14
swordartonline,https://yenpress.com/titles/9781975337223-sword-art-online-4-fairy-dance,Yen Press,Sword Art Online,4,Audio,9781975337223,2022-02-22
swordartonline,https://yenpress.com/titles/9781975345518-sword-art-online-5-phantom-bullet,Yen Press,Sword Art Online,5,Audio,9781975345518,2022-05-10
swordartonline,https://yenpress.com/titles/9781975346867-sword-art-online-6,Yen Press,Sword Art Online,6,Audio,9781975346867,2022-08-09
swordartonline,https://yenpress.com/titles/9781975346874-sword-art-online-7,Yen Press,Sword Art Online,7,Audio,9781975346874,2022-11-08
swordartonline,https://yenpress.com/titles/9781975346881-sword-art-online-8,Yen Press,Sword Art Online,8,Audio,9781975346881,2023-02-07
swordartonline,https://yenpress.com/titles/9781975371272-sword-art-online-9,Yen Press,Sword Art Online,9,Audio,9781975371272,2023-05-16
swordartonline,https://yenpress.com/titles/9781975371289-sword-art-online-10,Yen Press,Sword Art Online,10,Audio,9781975371289,2023-08-15
swordartonline,https://yenpress.com/titles/9781975371296-sword-art-online-11,Yen Press,Sword Art Online,11,Audio,9781975371296,2023-11-14
swordartonline,https://yenpress.com/titles/9781975371302-sword-art-online-12,Yen Press,Sword Art Online,12,Audio,9781975371302,2024-02-13
swordartonline,https://yenpress.com/titles/9781975398071-sword-art-online-13,Yen Press,Sword Art Online,13,Audio,9781975398071,2024-06-11
swordartonline,https://yenpress.com/titles/9781975398088-sword-art-online-14,Yen Press,Sword Art Online,14,Audio,9781975398088,2024-08-20
swordartonline,https://yenpress.com/titles/9781975398095-sword-art-online-15,Yen Press,Sword Art Online,15,Audio,9781975398095,2024-11-12
swordartonline,https://yenpress.com/titles/9798855420159-sword-art-online-17,Yen Press,Sword Art Online,17,Audio,9798855420159,2025-06-10
swordartonline,https://yenpress.com/titles/9798855420166-sword-art-online-18,Yen Press,Sword Art Online,18,Audio,9798855420166,2025-08-12
swordartonline,https://yenpress.com/titles/9798855426038-sword-art-online-19,Yen Press,Sword Art Online,19,Audio,9798855426038,2025-11-11
swordartonline,https://yenpress.com/titles/9798855426045-sword-art-online-20,Yen Press,Sword Art Online,20,Audio,9798855426045,2026-02-10
swordartonline,https://yenpress.com/titles/9798855434125-sword-art-online-21,Yen Press,Sword Art Online,21,Audio,9798855434125,2026-05-12
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-1/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,1,Audiobook,,2024-10-17
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-2/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,2,Audiobook,,2024-12-19
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-3/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,3,Audiobook,,2025-01-02
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-4/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,4,Audiobook,,2025-02-06
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-5/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,5,Audiobook,,2025-03-06
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-6/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,6,Audiobook,,2025-05-22
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-7/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,7,Audiobook,,2025-08-21
swordofthedemonhunterkijingentosho,https://sevenseasentertainment.com/audio_books/sword-of-the-demon-hunter-kijin-gentosho-audiobook-vol-8/,Seven Seas Entertainment,Sword of the Demon Hunter: Kijin Gentōshō,8,Audiobook,,2025-10-30
tezcatlipoca,https://yenpress.com/titles/9781975360269-tezcatlipoca,Yen Press,Tezcatlipoca,1,Audio,9781975360269,2023-05-02
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408157-that-time-i-got-reincarnated-as-a-slime-vol-1,Yen Press,That Time I Got Reincarnated as a Slime,1,Audio,9798855408157,2024-10-15
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408164-that-time-i-got-reincarnated-as-a-slime-vol-2,Yen Press,That Time I Got Reincarnated as a Slime,2,Audio,9798855408164,2025-01-14
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408539-that-time-i-got-reincarnated-as-a-slime-vol-3,Yen Press,That Time I Got Reincarnated as a Slime,3,Audio,9798855408539,2025-04-08
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408546-that-time-i-got-reincarnated-as-a-slime-vol-4,Yen Press,That Time I Got Reincarnated as a Slime,4,Audio,9798855408546,2025-07-08
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408553-that-time-i-got-reincarnated-as-a-slime-vol-5,Yen Press,That Time I Got Reincarnated as a Slime,5,Audio,9798855408553,2025-10-14
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855408560-that-time-i-got-reincarnated-as-a-slime-vol-6,Yen Press,That Time I Got Reincarnated as a Slime,6,Audio,9798855408560,2026-01-13
thattimeigotreincarnatedasaslime,https://yenpress.com/titles/9798855433487-that-time-i-got-reincarnated-as-a-slime-vol-7,Yen Press,That Time I Got Reincarnated as a Slime,7,Audio,9798855433487,2026-04-21
theangelnextdoorspoilsmerotten,https://yenpress.com/titles/9798855428032-the-angel-next-door-spoils-me-rotten-vol-1,Yen Press,The Angel Next Door Spoils Me Rotten,1,Audio,9798855428032,2025-11-11
theangelnextdoorspoilsmerotten,https://yenpress.com/titles/9798855428049-the-angel-next-door-spoils-me-rotten-vol-2,Yen Press,The Angel Next Door Spoils Me Rotten,2,Audio,9798855428049,2026-02-17
theangelnextdoorspoilsmerotten,https://yenpress.com/titles/9798855428056-the-angel-next-door-spoils-me-rotten-vol-3,Yen Press,The Angel Next Door Spoils Me Rotten,3,Audio,9798855428056,2026-05-19
thebubbleloveofthemermaid,https://yenpress.com/titles/9798855430462-the-bubble-love-of-the-mermaid-vol-1,Yen Press,The Bubble Love of the Mermaid,1,Audio,9798855430462,2026-06-09
thecondemnedvillainessgoesbackintimeandaimstobecometheultimatevillain,https://sevenseasentertainment.com/audio_books/the-condemned-villainess-goes-back-in-time-and-aims-to-become-the-ultimate-villain-audiobook-vol-1/,Seven Seas Entertainment,The Condemned Villainess Goes Back in Time and Aims to Become the Ultimate Villain,1,Audiobook,,2024-08-01
thecondemnedvillainessgoesbackintimeandaimstobecometheultimatevillain,https://sevenseasentertainment.com/audio_books/the-condemned-villainess-goes-back-in-time-and-aims-to-become-the-ultimate-villain-audiobook-vol-2/,Seven Seas Entertainment,The Condemned Villainess Goes Back in Time and Aims to Become the Ultimate Villain,2,Audiobook,,2024-10-03
thecondemnedvillainessgoesbackintimeandaimstobecometheultimatevillain,https://sevenseasentertainment.com/audio_books/the-condemned-villainess-goes-back-in-time-and-aims-to-become-the-ultimate-villain-audiobook-vol-3/,Seven Seas Entertainment,The Condemned Villainess Goes Back in Time and Aims to Become the Ultimate Villain,3,Audiobook,,2025-01-02
thecondemnedvillainessgoesbackintimeandaimstobecometheultimatevillain,https://sevenseasentertainment.com/audio_books/the-condemned-villainess-goes-back-in-time-and-aims-to-become-the-ultimate-villain-audiobook-vol-4/,Seven Seas Entertainment,The Condemned Villainess Goes Back in Time and Aims to Become the Ultimate Villain,4,Audiobook,,2025-06-05
thecondemnedvillainessgoesbackintimeandaimstobecometheultimatevillain,https://sevenseasentertainment.com/audio_books/the-condemned-villainess-goes-back-in-time-and-aims-to-become-the-ultimate-villain-audiobook-vol-5/,Seven Seas Entertainment,The Condemned Villainess Goes Back in Time and Aims to Become the Ultimate Villain,5,Audiobook,,2025-11-06
thedragonssoulmateisamushroomprincess,https://crossinfworld.com/The-Dragons-Soulmate-is-a-Mushroom-Princess.html,Cross Infinite World,The Dragon's Soulmate is a Mushroom Princess!,1,Audiobook,B0CD86W1RY,2023-09-05
thedragonssoulmateisamushroomprincess,https://crossinfworld.com/The-Dragons-Soulmate-is-a-Mushroom-Princess-Volume-2.html,Cross Infinite World,The Dragon's Soulmate is a Mushroom Princess!,2,Audiobook,B0CKTYM773,2023-11-14
thedragonssoulmateisamushroomprincess,https://crossinfworld.com/The-Dragons-Soulmate-is-a-Mushroom-Princess-Volume-3.html,Cross Infinite World,The Dragon's Soulmate is a Mushroom Princess!,3,Audiobook,B0CNTVQPCY,2024-01-02
thedragonssoulmateisamushroomprincess,https://crossinfworld.com/The-Dragons-Soulmate-is-a-Mushroom-Princess-Volume-4.html,Cross Infinite World,The Dragon's Soulmate is a Mushroom Princess!,4,Audiobook,B0CNTVQPCY,2025-02-04
theeminenceinshadow,https://yenpress.com/titles/9798855420173-the-eminence-in-shadow-vol-1,Yen Press,The Eminence in Shadow,1,Audio,9798855420173,2025-06-10
theeminenceinshadow,https://yenpress.com/titles/9798855420180-the-eminence-in-shadow-vol-2,Yen Press,The Eminence in Shadow,2,Audio,9798855420180,2025-09-09
theeminenceinshadow,https://yenpress.com/titles/9798855420197-the-eminence-in-shadow-vol-3,Yen Press,The Eminence in Shadow,3,Audio,9798855420197,2025-12-09
theeminenceinshadow,https://yenpress.com/titles/9798855420203-the-eminence-in-shadow-vol-4,Yen Press,The Eminence in Shadow,4,Audio,9798855420203,2026-03-03
theeminenceinshadow,https://yenpress.com/titles/9798855420210-the-eminence-in-shadow-vol-5,Yen Press,The Eminence in Shadow,5,Audio,9798855420210,2026-06-09
theevilqueensbeautifulprinciples,https://sevenseasentertainment.com/audio_books/the-evil-queens-beautiful-principles-audiobook-vol-1/,Seven Seas Entertainment,The Evil Queen's Beautiful Principles,1,Audiobook,,2024-08-01
theevilqueensbeautifulprinciples,https://sevenseasentertainment.com/audio_books/the-evil-queens-beautiful-principles-audiobook-vol-2/,Seven Seas Entertainment,The Evil Queen's Beautiful Principles,2,Audiobook,,2024-09-05
theexecutionerandherwayoflife,https://yenpress.com/titles/9781975388294-the-executioner-and-her-way-of-life-vol-1,Yen Press,The Executioner and Her Way of Life,1,Audio,9781975388294,2023-12-12
theexecutionerandherwayoflife,https://yenpress.com/titles/9781975388300-the-executioner-and-her-way-of-life-vol-2,Yen Press,The Executioner and Her Way of Life,2,Audio,9781975388300,2024-03-12
theexecutionerandherwayoflife,https://yenpress.com/titles/9781975388317-the-executioner-and-her-way-of-life-vol-3,Yen Press,The Executioner and Her Way of Life,3,Audio,9781975388317,2024-06-11
theexecutionerandherwayoflife,https://yenpress.com/titles/9781975388324-the-executioner-and-her-way-of-life-vol-4,Yen Press,The Executioner and Her Way of Life,4,Audio,9781975388324,2024-09-10
theexecutionerandherwayoflife,https://yenpress.com/titles/9798855411676-the-executioner-and-her-way-of-life-vol-5,Yen Press,The Executioner and Her Way of Life,5,Audio,9798855411676,2024-12-10
theexecutionerandherwayoflife,https://yenpress.com/titles/9798855411683-the-executioner-and-her-way-of-life-vol-6,Yen Press,The Executioner and Her Way of Life,6,Audio,9798855411683,2025-03-25
theexecutionerandherwayoflife,https://yenpress.com/titles/9798855411690-the-executioner-and-her-way-of-life-vol-7,Yen Press,The Executioner and Her Way of Life,7,Audio,9798855411690,2025-06-10
theexecutionerandherwayoflife,https://yenpress.com/titles/9798855411706-the-executioner-and-her-way-of-life-vol-8,Yen Press,The Executioner and Her Way of Life,8,Audio,9798855411706,2025-09-09
theexecutionerandherwayoflife,https://yenpress.com/titles/9798855411713-the-executioner-and-her-way-of-life-vol-9,Yen Press,The Executioner and Her Way of Life,9,Audio,9798855411713,2025-12-09
thefarawaypaladin,https://global.bookwalker.jp/ded0d84043-79b5-499b-b05c-12a5c20f0d62/,J-Novel Club,The Faraway Paladin,1,Audiobook,9798765080580,2025-12-16
thefarawaypaladin,https://global.bookwalker.jp/dec23fcf71-434c-46ec-9d3f-477282f2a213/,J-Novel Club,The Faraway Paladin,2,Audiobook,9798765080603,2025-12-16
thefarawaypaladin,https://global.bookwalker.jp/de84d3eea1-07a9-4861-9562-793b39ec785b/,J-Novel Club,The Faraway Paladin,3.1,Audiobook,9798765080627,2025-12-16
thefarawaypaladin,https://global.bookwalker.jp/decafcbd34-a150-4791-89dd-ddae33b48aca/,J-Novel Club,The Faraway Paladin,3.2,Audiobook,9798765080641,2025-12-16
thefarawaypaladin,https://global.bookwalker.jp/ded682e11a-8682-404f-8e06-67cac316445b/,J-Novel Club,The Faraway Paladin,4,Audiobook,9798765080665,2025-12-16
thegirlwhowantstobeaheroandthegirlwhooughttobeahero,https://yenpress.com/titles/9798855418613-the-girl-who-wants-to-be-a-hero-and-the-girl-who-ought-to-be-a-hero-vol-1,Yen Press,The Girl Who Wants to Be a Hero and the Girl Who Ought to Be a Hero,1,Audio,9798855418613,2025-12-09
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-1/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,1,Audiobook,,2024-10-03
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-2/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,2,Audiobook,,2024-11-07
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-3/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,3,Audiobook,,2025-01-16
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-4/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,4,Audiobook,,2025-04-03
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-5/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,5,Audiobook,,2025-08-07
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-6/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,6,Audiobook,,2025-09-04
thehauntedbookstoregatewaytoaparalleluniverse,https://sevenseasentertainment.com/audio_books/the-haunted-bookstore-gateway-to-a-parallel-universe-audiobook-vol-7/,Seven Seas Entertainment,The Haunted Bookstore – Gateway to a Parallel Universe,7,Audiobook,,2025-10-02
themiraclesofthenamiyageneralstore,https://yenpress.com/titles/9781975338350-the-miracles-of-the-namiya-general-store,Yen Press,The Miracles of the Namiya General Store,1,Audio,9781975338350,2022-11-15
